pot_no,nh4,beta,bg_scam10,bg_sppa10,total_bg,site_frame,level,position,co2,salinity,comp,elevation,genotype,location,depth_seed,cohort,origin_lab,date_cloned_grp,date_planted_grp,weight_init,width_init,nodes_init,agb_scam,agb_sppa,dens_scam_live,dens_scam_dead,height_sppa,height_scam_tot,height_scam_grn,width_scam_mid,width_scam_bas,prop_twist,soil_to_pot,id,extinct,age
368,NA,0.8939115649463363,4.27,NA,6.4079999999999995,gcrew_1,4,8,ambient,salt,0,0.18433333333333327,ca4,corn,20.75,corn_ancestral,utk,1,1,0.691,1.38,2,4.998879995202814,0,17,3,NA,46.90625,41.625,3.36875,3.825,0.25,2.5,gcrew_1_4_8,0,ancestral
369,NA,NA,NA,NA,NA,gcrew_1,5,1,ambient,salt,1,0.0806666666666666,ca9,corn,14.25,corn_ancestral,nd,2,1,1.34,1.96,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_1_5_1,1,ancestral
370,46.8439592,0.826565289220397,0.654,NA,0.749,gcrew_1,5,2,ambient,salt,0,0.0806666666666666,km1,kirkpatrick,0,kirk_modern,utk,1,1,2.835,2.14,1,0.91,0,4,3,NA,45.5,44,3.35,3.575,0,4,gcrew_1_5_2,0,modern
371,NA,NA,NA,NA,NA,gcrew_1,5,3,ambient,salt,1,0.0806666666666666,cm4,corn,0,corn_modern,utk,1,1,0.499,1.58,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_1_5_3,1,modern
372,NA,NA,NA,NA,NA,gcrew_1,5,4,ambient,salt,0,0.0806666666666666,cm1,corn,0,corn_modern,utk,1,1,0.845,1.69,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_1_5_4,1,modern
373,NA,NA,NA,NA,NA,gcrew_1,5,5,ambient,salt,0,0.0806666666666666,b4,blackwater,10,blackwater,nd,1,1,0.744,3.1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_1_5_5,1,modern
374,NA,NA,NA,NA,NA,gcrew_1,5,6,ambient,salt,0,0.0806666666666666,cm8,corn,0,corn_modern,nd,1,1,0.66,2.26,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_1_5_6,1,modern
375,40.99875514,0.8599909980378326,2.591,NA,3.3120000000000003,gcrew_1,5,7,ambient,salt,0,0.0806666666666666,ca2,corn,18.75,corn_ancestral,utk,1,1,0.986,2.12,2,4.321,0,14,4,NA,53,50.32142857142857,3.3285714285714287,4.057142857142857,0.07142857142857142,1.5,gcrew_1_5_7,0,ancestral
376,NA,NA,NA,NA,NA,gcrew_1,5,8,ambient,salt,0,0.0806666666666666,ka2,kirkpatrick,14,kirk_ancestral,nd,1,1,0.839,1.68,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_1_5_8,1,ancestral
377,NA,NA,NA,NA,NA,gcrew_1,6,1,ambient,salt,0,-0.04266666666666674,cm4,corn,0,corn_modern,utk,3,2,1.125,1.35,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_1_6_1,1,modern
378,NA,NA,NA,NA,NA,gcrew_1,6,2,ambient,salt,0,-0.04266666666666674,b2,blackwater,10,blackwater,nd,1,1,0.998,3.6,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_1_6_2,1,modern
379,NA,NA,NA,NA,NA,gcrew_1,6,3,ambient,salt,0,-0.04266666666666674,cm7,corn,0,corn_modern,utk,1,1,0.533,0.81,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_1_6_3,1,modern
380,NA,NA,NA,NA,NA,gcrew_1,6,4,ambient,salt,1,-0.04266666666666674,ca4,corn,20.75,corn_ancestral,utk,3,2,0.703,1.55,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_1_6_4,1,ancestral
381,NA,NA,NA,NA,NA,gcrew_1,6,5,ambient,salt,0,-0.04266666666666674,cm6,corn,0,corn_modern,utk,1,1,1.113,2.02,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_1_6_5,1,modern
382,NA,NA,NA,NA,NA,gcrew_1,6,6,ambient,salt,1,-0.04266666666666674,ca3,corn,18.75,corn_ancestral,utk,1,1,1.686,1.94,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_1_6_6,1,ancestral
383,NA,NA,NA,NA,NA,gcrew_1,6,7,ambient,salt,1,-0.04266666666666674,ca6,corn,20.75,corn_ancestral,utk,1,1,0.778,1.57,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_1_6_7,1,ancestral
384,NA,NA,NA,NA,NA,gcrew_1,6,8,ambient,salt,0,-0.04266666666666674,cm10,corn,0,corn_modern,nd,3,2,0.795,2.4,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_1_6_8,1,modern
385,NA,0.9225270668975603,1.212,NA,2.08,gcrew_2,1,1,elevated,salt,0,0.518,cm1,corn,0,corn_modern,utk,1,1,0.36,1.19,1,1.306,0,8,0,NA,41.625,38.75,2.5875,2.825,0.25,6,gcrew_2_1_1,0,modern
386,NA,0.8860759557576663,1.173,NA,1.6320000000000001,gcrew_2,1,2,elevated,salt,0,0.518,ka1,kirkpatrick,18,kirk_ancestral,utk,2,1,0.623,1.46,1,1.288,0,7,1,NA,42.92857142857143,41.5,2.5,2.842857142857143,0.42857142857142855,6,gcrew_2_1_2,0,ancestral
387,NA,NA,1.402,2.117,5.43,gcrew_2,1,3,elevated,salt,1,0.518,ca8,corn,15,corn_ancestral,nd,1,1,1.348,2.49,3,1.416,4.197,10,0,79,38.666666666666664,37.333333333333336,2.055555555555556,2.2888888888888888,0.1111111111111111,6.5,gcrew_2_1_3,0,ancestral
388,NA,0.9182014453742534,6.152,NA,9.870000000000001,gcrew_2,1,4,elevated,salt,0,0.518,cm9,corn,0,corn_modern,nd,1,1,1.946,3.11,1,4.901,0,22,0,NA,45.11363636363637,43.70454545454545,2.422727272727273,2.659090909090909,0.2727272727272727,5,gcrew_2_1_4,0,modern
389,NA,NA,3.384,4.319,11.622,gcrew_2,1,5,elevated,salt,1,0.518,cm5,corn,0,corn_modern,utk,2,1,1.308,1.01,1,2.098,6.783,13,2,73,40.72727272727273,39.45454545454545,2.3363636363636364,2.618181818181818,0.18181818181818182,5,gcrew_2_1_5,0,modern
390,NA,0.932264672669687,2.788,NA,6.976999999999999,gcrew_2,1,6,elevated,salt,0,0.518,ca5,corn,18.75,corn_ancestral,utk,2,1,2.206,1.6,1,2.682,0,18,1,NA,29.142857142857142,26.857142857142858,2.9571428571428573,3.35,0.42857142857142855,6,gcrew_2_1_6,0,ancestral
391,NA,NA,0.882,1.386,4.267,gcrew_2,1,7,elevated,salt,1,0.518,ca1,corn,20.75,corn_ancestral,utk,1,1,0.316,1.27,1,0.779,2.252,9,0,57.5,37.111111111111114,32.72222222222222,1.6222222222222222,1.5999999999999999,0.4444444444444444,6,gcrew_2_1_7,0,ancestral
392,49.80772463,0.9512780734845421,3.664,NA,8.975,gcrew_2,1,8,elevated,salt,0,0.518,b3,blackwater,8,blackwater,nd,1,1,0.719,2.14,1,3.387,0,26,1,NA,34.034615384615385,32.51538461538462,2.080769230769231,2.2423076923076923,0.23076923076923078,5,gcrew_2_1_8,0,modern
393,NA,NA,NA,NA,NA,gcrew_2,2,1,elevated,salt,0,0.41500000000000004,ca10,corn,16.75,corn_ancestral,nd,3,2,0.714,3.08,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_2_2_1,1,ancestral
394,NA,NA,5.591,1.281,12.408000000000001,gcrew_2,2,2,elevated,salt,1,0.41500000000000004,cm2,corn,0,corn_modern,utk,1,1,1.666,1.24,2,4.726,2.484,22,2,65.5,45.25,41.43181818181818,2.940909090909091,3.3045454545454547,0.2727272727272727,5.5,gcrew_2_2_2,0,modern
395,NA,0.8672457843552641,5.03,NA,6.501,gcrew_2,2,3,elevated,salt,0,0.41500000000000004,b2,blackwater,10,blackwater,nd,1,1,1.044,2.62,2,3.145,0,15,1,NA,36.06666666666667,35.46666666666667,3.033333333333333,3.18,0.26666666666666666,7,gcrew_2_2_3,0,modern
396,NA,0.946819194495073,4.338,NA,10.445,gcrew_2,2,4,elevated,salt,0,0.41500000000000004,ca2,corn,18.75,corn_ancestral,utk,1,1,1.509,1.9,1,4.318,0,20,1,0,51.45,48.85,2.7600000000000002,2.995,0.3,6,gcrew_2_2_4,0,ancestral
397,44.70346194,NA,6.42,0.267,12.061,gcrew_2,2,5,elevated,salt,1,0.41500000000000004,ca6,corn,20.75,corn_ancestral,utk,1,1,3.512,2.19,3,4.918,0.894,22,4,52,44.72727272727273,40.40909090909091,2.6,2.95,0.13636363636363635,4,gcrew_2_2_5,0,ancestral
398,NA,0.8675656436062332,3.668,NA,4.841,gcrew_2,2,6,elevated,salt,0,0.41500000000000004,km4,kirkpatrick,extant,kirk_modern,nd,2,1,1.287,2.37,1,3.24,0,12,1,NA,48.125,46.5,3.216666666666667,3.6,0.08333333333333333,5,gcrew_2_2_6,0,modern
399,44.12717422,NA,0.839,3.292,5.372999999999999,gcrew_2,2,7,elevated,salt,1,0.41500000000000004,cm10,corn,0,corn_modern,nd,2,1,1.782,2,2,0.994,6.465,8,3,77.5,37.75,37,2.35,2.7125,0.375,6,gcrew_2_2_7,0,modern
400,42.48063786,0.8998308192330289,4.338,NA,6.477,gcrew_2,2,8,elevated,salt,0,0.41500000000000004,cm6,corn,0,corn_modern,utk,1,1,0.963,1.48,1,4.890000000000001,0,17,4,NA,45.55882352941177,40.89411764705882,2.6411764705882352,2.9705882352941178,0.4117647058823529,5.5,gcrew_2_2_8,0,modern
401,NA,0.8883336589502863,8.084,NA,11.296999999999999,gcrew_2,3,1,elevated,salt,0,0.29133333333333333,cm5,corn,0,corn_modern,utk,2,1,1.525,1.48,1,6.331166663867616,0,23,3,NA,51.45454545454545,46.31818181818182,3.3227272727272728,3.7227272727272727,0.4090909090909091,3.5,gcrew_2_3_1,0,modern
402,42.39831105,0.8117523888071964,10.301,NA,11.647,gcrew_2,3,2,elevated,salt,0,0.29133333333333333,km3,kirkpatrick,0,kirk_modern,utk,1,1,1.754,1.64,1,7.075,0,17,3,NA,54.705882352941174,53.3235294117647,3.9,4.035294117647059,0.4117647058823529,2.5,gcrew_2_3_2,0,modern
403,NA,NA,3.828,0.416,5.465,gcrew_2,3,3,elevated,salt,1,0.29133333333333333,cm4,corn,0,corn_modern,utk,3,2,0.959,2.06,1,3.6769999999999996,1.067,16,2,68.5,43.53125,42.65625,2.78125,3.2,0.3125,4,gcrew_2_3_3,0,modern
404,NA,NA,3.103,0.075,5.203,gcrew_2,3,4,elevated,salt,1,0.29133333333333333,ca3,corn,18.75,corn_ancestral,utk,1,1,0.712,2.49,2,3.4619999999999997,0.303,15,0,42.5,46.833333333333336,44.8,3.3666666666666667,3.8066666666666666,0.3333333333333333,3.5,gcrew_2_3_4,0,ancestral
405,NA,NA,7.583,0.197,10.626,gcrew_2,3,5,elevated,salt,1,0.29133333333333333,ca10,corn,16.75,corn_ancestral,nd,2,1,1.8,3.3,1,6.635999999999999,0.261,25,4,42,46.17857142857143,44.25,3.3535714285714286,5.775,0.25,3.5,gcrew_2_3_5,0,ancestral
406,41.57504287,0.8433585273794916,8.831,NA,10.562,gcrew_2,3,6,elevated,salt,0,0.29133333333333333,ka2,kirkpatrick,14,kirk_ancestral,nd,1,1,4.133,3.28,1,8.122,0,26,2,NA,59.23809523809524,57.595238095238095,3.0238095238095237,3.452380952380952,0.19047619047619047,5,gcrew_2_3_6,0,ancestral
407,NA,0.8663101147147177,8.593,NA,10.957,gcrew_2,3,7,elevated,salt,0,0.29133333333333333,cm3,corn,0,corn_modern,utk,1,1,2.04,0.94,2,5.656724911183681,0,17,1,NA,53.84375,47.75,3.3,3.56875,0.375,5,gcrew_2_3_7,0,modern
408,NA,0.8826287965708486,7.051,NA,10.053,gcrew_2,3,8,elevated,salt,0,0.29133333333333333,ca7,corn,20.75,corn_ancestral,utk,1,1,1.476,1.84,1,6.695269976180744,0,21,2,NA,53.05263157894737,49.21052631578947,3.0631578947368423,3.4526315789473685,0.42105263157894735,4.5,gcrew_2_3_8,0,ancestral
409,NA,NA,NA,NA,NA,gcrew_2,4,1,elevated,salt,0,0.18133333333333335,km5,kirkpatrick,extant,kirk_modern,nd,1,1,1.019,2.23,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_2_4_1,1,modern
410,41.73969651,0.8511705143270334,5.067,NA,6.175000000000001,gcrew_2,4,2,elevated,salt,0,0.18133333333333335,ca4,corn,20.75,corn_ancestral,utk,3,2,2.264,2.22,3,5.1774319478556,0,22,5,NA,48.976190476190474,45.833333333333336,3.2476190476190476,3.638095238095238,0.23809523809523808,3,gcrew_2_4_2,0,ancestral
411,NA,NA,NA,NA,NA,gcrew_2,4,3,elevated,salt,0,0.18133333333333335,ca1,corn,20.75,corn_ancestral,utk,1,1,0.416,1.31,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_2_4_3,1,ancestral
412,NA,NA,2.52,NA,2.928,gcrew_2,4,4,elevated,salt,1,0.18133333333333335,cm8,corn,0,corn_modern,nd,2,1,1.565,2.25,2,3.607,0.102,28,4,39.5,41.785714285714285,39.92857142857143,2.435714285714286,2.7464285714285714,0.07142857142857142,3,gcrew_2_4_4,0,modern
413,NA,NA,5.722,0.185,7.407,gcrew_2,4,5,elevated,salt,1,0.18133333333333335,cm3,corn,0,corn_modern,utk,1,1,0.642,1.55,1,8.276,0,16,10,NA,59.71875,58.5,3.5375,3.8874999999999997,0,2,gcrew_2_4_5,0,modern
414,NA,0.8262401161041253,11.064,NA,12.771,gcrew_2,4,6,elevated,salt,0,0.18133333333333335,ka6,kirkpatrick,16,kirk_ancestral,utk,2,1,1.852,1.1,1,10.395999999999999,0,19,6,NA,65.57894736842105,64,4.8578947368421055,5.3052631578947365,0.05263157894736842,2,gcrew_2_4_6,0,ancestral
415,NA,0.8788570441483148,6.335,NA,8.811,gcrew_2,4,7,elevated,salt,0,0.18133333333333335,cm6,corn,0,corn_modern,utk,2,1,3.045,1.88,1,10.255747825396927,0,30,6,NA,57.02068965517241,55.8448275862069,3.4827586206896552,3.9482758620689653,0.4482758620689655,2,gcrew_2_4_7,0,modern
416,44.04484739,NA,11.596,0.468,13.922,gcrew_2,4,8,elevated,salt,1,0.18133333333333335,ca7,corn,20.75,corn_ancestral,utk,1,1,1.576,2.04,3,11.347000000000001,0,21,4,NA,72.675,65.42,4.275,4.62,0.05,2.5,gcrew_2_4_8,0,ancestral
1617,40.91642833,NA,2.927,NA,3.052,gcrew_2,5,1,elevated,salt,0,0.056333333333333346,cm4,corn,0,corn_modern,utk,1,1,3.099,2.08,1,3.863,0,14,1,NA,49.285714285714285,46.107142857142854,3.257142857142857,3.85,0.07142857142857142,4,gcrew_2_5_1,0,modern
1618,NA,NA,NA,NA,NA,gcrew_2,5,2,elevated,salt,1,0.056333333333333346,cm8,corn,0,corn_modern,nd,1,1,1.008,2.61,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_2_5_2,1,modern
1619,NA,NA,NA,NA,NA,gcrew_2,5,3,elevated,salt,1,0.056333333333333346,ca8,corn,15,corn_ancestral,nd,2,1,1.601,2.51,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_2_5_3,1,ancestral
1620,NA,NA,NA,NA,NA,gcrew_2,5,4,elevated,salt,0,0.056333333333333346,km1,kirkpatrick,0,kirk_modern,utk,2,1,1.69,1.8,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_2_5_4,1,modern
1621,40.99875514,NA,2.227,NA,2.5109999999999997,gcrew_2,5,5,elevated,salt,0,0.056333333333333346,b1,blackwater,2,blackwater,nd,1,1,1.027,2.42,2,3.8499999999999996,0,10,2,NA,55.25,53.1,3.9,4.38,0,5.5,gcrew_2_5_5,0,modern
1622,43.96252059,NA,0.423,0.004,0.507,gcrew_2,5,6,elevated,salt,1,0.056333333333333346,ca4,corn,20.75,corn_ancestral,utk,2,1,2.122,1.86,2,0.992,0,8,0,NA,46.214285714285715,37.142857142857146,2.6142857142857143,2.8714285714285714,0,2.5,gcrew_2_5_6,0,ancestral
1623,NA,NA,NA,NA,NA,gcrew_2,5,7,elevated,salt,0,0.056333333333333346,ka4,kirkpatrick,20,kirk_ancestral,nd,1,1,0.797,2.08,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_2_5_7,1,ancestral
1624,42.89227197,0.8121708729221314,7.737,NA,8.804,gcrew_2,5,8,elevated,salt,0,0.056333333333333346,ca6,corn,20.75,corn_ancestral,utk,1,1,1.682,1.46,1,7.696000000000001,0,15,1,NA,67.86666666666666,64.06666666666666,4.6466666666666665,5.3933333333333335,0,3.5,gcrew_2_5_8,0,ancestral
1625,NA,NA,NA,NA,NA,gcrew_2,6,1,elevated,salt,1,-0.06266666666666666,ca5,corn,18.75,corn_ancestral,utk,1,1,0.224,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_2_6_1,1,ancestral
1626,NA,NA,NA,NA,NA,gcrew_2,6,2,elevated,salt,0,-0.06266666666666666,km3,kirkpatrick,0,kirk_modern,utk,2,1,1.299,0.9,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_2_6_2,1,modern
1627,NA,NA,NA,NA,NA,gcrew_2,6,3,elevated,salt,0,-0.06266666666666666,ca2,corn,18.75,corn_ancestral,utk,1,1,0.745,1.69,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_2_6_3,1,ancestral
1628,NA,NA,NA,NA,NA,gcrew_2,6,4,elevated,salt,1,-0.06266666666666666,cm5,corn,0,corn_modern,utk,1,1,0.151,1.37,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_2_6_4,1,modern
1629,NA,NA,NA,NA,NA,gcrew_2,6,5,elevated,salt,0,-0.06266666666666666,cm8,corn,0,corn_modern,nd,2,1,2.236,2.54,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_2_6_5,1,modern
1630,NA,NA,NA,NA,NA,gcrew_2,6,6,elevated,salt,0,-0.06266666666666666,b4,blackwater,10,blackwater,nd,1,1,1.181,3.06,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_2_6_6,1,modern
1631,NA,NA,NA,NA,NA,gcrew_2,6,7,elevated,salt,0,-0.06266666666666666,ka5,kirkpatrick,20,kirk_ancestral,nd,2,1,0.79,1.98,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_2_6_7,1,ancestral
1632,NA,NA,NA,NA,NA,gcrew_2,6,8,elevated,salt,0,-0.06266666666666666,cm2,corn,0,corn_modern,utk,1,1,1.671,1.8,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_2_6_8,1,modern
1633,NA,NA,0.02,1.749,3.1590000000000003,gcrew_3,1,1,ambient,salt,1,0.526,ca10,corn,16.75,corn_ancestral,nd,3,2,0.935,2.14,1,0,5.421,0,0,66,NA,NA,NA,NA,NA,6.5,gcrew_3_1_1,1,ancestral
1634,NA,NA,1.28,3.323,9.799,gcrew_3,1,2,ambient,salt,1,0.526,ca3,corn,18.75,corn_ancestral,utk,1,1,1.104,1.59,1,1.539,6.786,8,1,78.5,39.25,38,2.775,2.975,0.125,6.5,gcrew_3_1_2,0,ancestral
1635,NA,0.9053191575118013,3.633,NA,5.797,gcrew_3,1,3,ambient,salt,0,0.526,cm1,corn,0,corn_modern,utk,1,1,1.377,1.5,1,3.734,0,11,1,0,53.35,51.1,3.4,3.52,0.3,6,gcrew_3_1_3,0,modern
1636,NA,NA,NA,2.162,2.703,gcrew_3,1,4,ambient,salt,1,0.526,cm10,corn,0,corn_modern,nd,3,2,1.071,2.78,1,0.029,4.747,0,1,84,NA,NA,NA,NA,NA,6,gcrew_3_1_4,0,modern
1637,NA,0.9489700828622823,1.436,NA,3.258,gcrew_3,1,5,ambient,salt,0,0.526,ka5,kirkpatrick,20,kirk_ancestral,nd,3,2,1.555,2.98,1,1.4460000000000002,0,8,1,NA,38,37.5625,2.6625,2.8625,0.375,6,gcrew_3_1_5,0,ancestral
1638,NA,0.9441667248303748,0.978,NA,2.625,gcrew_3,1,6,ambient,salt,0,0.526,ca10,corn,16.75,corn_ancestral,nd,3,2,0.751,2.23,1,1.307,0,9,1,NA,37.55555555555556,35,2.6555555555555554,2.9333333333333336,0.1111111111111111,8,gcrew_3_1_6,0,ancestral
1639,47.50257374,0.9245495402889733,1.339,NA,2.5060000000000002,gcrew_3,1,7,ambient,salt,0,0.526,cm7,corn,0,corn_modern,utk,2,1,1.565,1.32,1,0.9099999999999999,0,9,1,NA,29.875,27.5,2.1,2.25,0.5,6,gcrew_3_1_7,0,modern
1640,NA,0.9668986528852215,1.551,NA,6.548,gcrew_3,1,8,ambient,salt,0,0.526,km5,kirkpatrick,extant,kirk_modern,nd,1,1,0.695,2.29,2,2.162,0,12,0,NA,47.5,43.333333333333336,2.591666666666667,2.7583333333333333,0.08333333333333333,6.5,gcrew_3_1_8,0,modern
1641,NA,NA,8.462,0.529,12.327,gcrew_3,2,1,ambient,salt,1,0.41433333333333333,cm9,corn,0,corn_modern,nd,1,1,0.575,2.97,1,6.555000000000001,1.793,29,3,60,38.496428571428574,35.85357142857143,3.075,3.335714285714286,0.5,5,gcrew_3_2_1,0,modern
1642,NA,0.9131508443040492,4.374,NA,7.279999999999999,gcrew_3,2,2,ambient,salt,0,0.41433333333333333,ca1,corn,20.75,corn_ancestral,utk,1,1,0.542,1.43,1,2.902,0,22,2,NA,36.56818181818182,32.10454545454545,2.5636363636363635,2.7590909090909093,0.13636363636363635,6,gcrew_3_2_2,0,ancestral
1643,NA,0.9098782028969302,4.705,NA,7.869,gcrew_3,2,3,ambient,salt,0,0.41433333333333333,cm5,corn,0,corn_modern,utk,2,1,1.348,1.13,2,4.373,0,20,5,NA,45.875,44.43,2.76,3.13,0.3,4.5,gcrew_3_2_3,0,modern
1644,NA,NA,3.595,0.822,6.898,gcrew_3,2,4,ambient,salt,1,0.41433333333333333,ca8,corn,15,corn_ancestral,nd,1,1,0.673,2.94,1,3.573,1.731,11,1,45,50.27272727272727,48.81818181818182,3.4,3.7636363636363637,0.09090909090909091,5,gcrew_3_2_4,0,ancestral
1645,NA,NA,4.243,0.385,6.969,gcrew_3,2,5,ambient,salt,1,0.41433333333333333,cm2,corn,0,corn_modern,utk,1,1,1.237,1.37,1,3.0749999999999997,0.789,8,3,42.5,52.3125,50.75,3.7125,4.2875,0.5,5,gcrew_3_2_5,0,modern
1646,41.82202334,0.8872667697756517,3.177,NA,4.5280000000000005,gcrew_3,2,6,ambient,salt,0,0.41433333333333333,b4,blackwater,10,blackwater,nd,1,1,0.689,2.49,1,2.375,0,13,3,NA,45.96153846153846,44.53846153846154,2.2846153846153845,2.546153846153846,0.46153846153846156,6.5,gcrew_3_2_6,0,modern
1647,NA,0.8859781100600695,4.383,NA,5.976,gcrew_3,2,7,ambient,salt,0,0.41433333333333333,ka2,kirkpatrick,14,kirk_ancestral,nd,1,1,2.205,1.68,1,4.306,0,19,3,NA,45.81578947368421,43.973684210526315,2.778947368421053,2.8526315789473684,0.3157894736842105,6,gcrew_3_2_7,0,ancestral
1648,NA,0.9419706387267913,1.964,NA,7.475,gcrew_3,2,8,ambient,salt,0,0.41433333333333333,ca10,corn,16.75,corn_ancestral,nd,2,1,1.635,2.2,1,3.359,0,15,0,NA,44.666666666666664,41.266666666666666,3.533333333333333,3.44,0.13333333333333333,6,gcrew_3_2_8,0,ancestral
1649,NA,NA,3.531,0.105,5.666,gcrew_3,3,1,ambient,salt,1,0.2945,ca4,corn,20.75,corn_ancestral,utk,3,2,1.066,1.17,2,4.077,0.095,18,6,31,42.388888888888886,42.138888888888886,2.938888888888889,3.772222222222222,0.05555555555555555,4.5,gcrew_3_3_1,0,ancestral
1650,NA,0.8363830235117791,10.469,NA,12.44,gcrew_3,3,2,ambient,salt,0,0.2945,km2,kirkpatrick,0,kirk_modern,utk,1,1,2.589,2.48,2,8.388,0,27,3,NA,47.27777777777778,44.96296296296296,2.7444444444444445,3.137037037037037,0.18518518518518517,3.5,gcrew_3_3_2,0,modern
1651,NA,NA,0.015,1.585,2.18,gcrew_3,3,3,ambient,salt,1,0.2945,cm8,corn,0,corn_modern,nd,2,1,0.6,1.95,3,0,3.459,0,0,52,NA,NA,NA,NA,NA,5.5,gcrew_3_3_3,1,modern
1652,NA,0.8983256251790941,5.923,NA,9.442,gcrew_3,3,4,ambient,salt,0,0.2945,b1,blackwater,2,blackwater,nd,1,1,0.799,2.89,2,6.4430000000000005,0,19,9,NA,51.21052631578947,48.68421052631579,3.263157894736842,3.710526315789474,0.15789473684210525,4.5,gcrew_3_3_4,0,modern
1653,NA,0.9013600400520935,6.558,NA,11.079,gcrew_3,3,5,ambient,salt,0,0.2945,ca5,corn,18.75,corn_ancestral,utk,2,1,2.763,1.34,1,6.830712738661172,0,17,4,NA,57.40625,55.03125,3.85,4.18125,0.625,4,gcrew_3_3_5,0,ancestral
1654,44.0448474,0.928637333162712,3.929,NA,9.357,gcrew_3,3,6,ambient,salt,0,0.2945,cm1,corn,0,corn_modern,utk,1,1,2.355,2.83,1,6.222789065390584,0,12,3,NA,59.04545454545455,57.63636363636363,4.245454545454545,4.6454545454545455,0.9090909090909091,5,gcrew_3_3_6,0,modern
1655,40.59752503,NA,6.687,0.31,10.828,gcrew_3,3,7,ambient,salt,1,0.2945,ca2,corn,18.75,corn_ancestral,utk,1,1,1.068,1.51,2,6.052,1.134,18,0,66,55.22222222222222,51.666666666666664,4.155555555555556,4.905555555555556,0.05555555555555555,5.5,gcrew_3_3_7,0,ancestral
1656,42.14409742,0.8942980914318369,3.635,NA,5.271999999999999,gcrew_3,3,8,ambient,salt,0,0.2945,ka1,kirkpatrick,18,kirk_ancestral,utk,1,1,1.338,1.65,2,4.2620000000000005,0,14,2,NA,49.92857142857143,49.392857142857146,2.821428571428571,3.25,0.07142857142857142,5.5,gcrew_3_3_8,0,ancestral
1657,NA,NA,3.461,0.023,5.217,gcrew_3,4,1,ambient,salt,1,0.18316666666666664,cm4,corn,0,corn_modern,utk,1,1,1.32,1.78,1,4.348000000000001,0,16,3,NA,42.61538461538461,41.73076923076923,2.6,3.2153846153846155,0,3,gcrew_3_4_1,0,modern
1658,54.13945542,NA,0.55,0.172,0.987,gcrew_3,4,2,ambient,salt,1,0.18316666666666664,cm8,corn,0,corn_modern,nd,1,1,0.614,2.01,2,1.107,0,7,1,NA,45.57142857142857,41.785714285714285,2.3857142857142857,2.4857142857142858,0,3.5,gcrew_3_4_2,0,modern
1659,45.93319975,0.8104837182730241,NA,NA,3.641,gcrew_3,4,3,ambient,salt,0,0.18316666666666664,cm3,corn,0,corn_modern,utk,2,1,2.524,2.21,1,4.740466403727887,0,13,6,NA,54.45,53.3,3.2399999999999998,3.56,0.4,3.5,gcrew_3_4_3,0,modern
1660,NA,0.8477028225146882,2.064,NA,2.474,gcrew_3,4,4,ambient,salt,0,0.18316666666666664,km3,kirkpatrick,0,kirk_modern,utk,3,2,2.6,1.58,1,3.847,0,13,4,NA,45.57692307692308,44.76923076923077,3.276923076923077,3.6,0.07692307692307693,4.5,gcrew_3_4_4,0,modern
1661,NA,0.8240500265636175,5.8,NA,6.7669999999999995,gcrew_3,4,5,ambient,salt,0,0.18316666666666664,cm6,corn,0,corn_modern,utk,1,1,1.095,1.28,1,8.996387490733722,0,23,18,NA,50.06818181818182,46.63636363636363,3.659090909090909,4,0.13636363636363635,4,gcrew_3_4_5,0,modern
