pot_no,nh4,beta,bg_scam10,bg_sppa10,total_bg,site_frame,level,position,co2,salinity,comp,elevation,genotype,location,depth_seed,cohort,origin_lab,date_cloned_grp,date_planted_grp,weight_init,width_init,nodes_init,agb_scam,agb_sppa,dens_scam_live,dens_scam_dead,height_sppa,height_scam_tot,height_scam_grn,width_scam_mid,width_scam_bas,prop_twist,soil_to_pot,id,extinct,age
178,NA,NA,0,0.205,0.414,fresh_4,5,2,ambient,fresh,1,0.07299999999999993,ca8,corn,15,corn_ancestral,nd,2,1,1.026,2.71,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_4_5_2,1,ancestral
179,NA,NA,NA,NA,NA,fresh_4,5,3,ambient,fresh,1,0.07299999999999993,cm4,corn,0,corn_modern,utk,1,1,0.702,1.14,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_4_5_3,1,modern
180,NA,NA,NA,NA,NA,fresh_4,5,4,ambient,fresh,0,0.07299999999999993,b1,blackwater,2,blackwater,nd,1,1,0.936,2.7,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_4_5_4,1,modern
181,NA,NA,NA,NA,NA,fresh_4,5,5,ambient,fresh,0,0.07299999999999993,cm3,corn,0,corn_modern,utk,1,1,0.468,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_4_5_5,1,modern
182,NA,NA,NA,NA,NA,fresh_4,5,6,ambient,fresh,0,0.07299999999999993,ka1,kirkpatrick,18,kirk_ancestral,utk,1,1,1.888,2.85,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_4_5_6,1,ancestral
183,30.36606375,NA,0.864,0.024,1.393,fresh_4,5,7,ambient,fresh,1,0.07299999999999993,ca1,corn,20.75,corn_ancestral,utk,1,1,2.274,2.19,2,1.569,0,8,3,NA,42.57142857142857,42.07142857142857,3.1142857142857143,3.242857142857143,0,1.5,fresh_4_5_7,0,ancestral
184,NA,NA,NA,NA,NA,fresh_4,5,8,ambient,fresh,0,0.07299999999999993,cm8,corn,0,corn_modern,nd,1,1,0.704,2.67,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_4_5_8,1,modern
185,NA,NA,NA,NA,NA,fresh_4,6,1,ambient,fresh,1,-0.028333333333333405,ca3,corn,18.75,corn_ancestral,utk,1,1,0.917,0.95,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_4_6_1,1,ancestral
186,NA,NA,NA,NA,NA,fresh_4,6,2,ambient,fresh,0,-0.028333333333333405,km5,kirkpatrick,extant,kirk_modern,nd,3,2,0.315,1.56,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_4_6_2,1,modern
187,NA,NA,NA,NA,NA,fresh_4,6,3,ambient,fresh,0,-0.028333333333333405,cm6,corn,0,corn_modern,utk,1,1,1.788,2.04,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_4_6_3,1,modern
188,NA,NA,NA,NA,NA,fresh_4,6,4,ambient,fresh,0,-0.028333333333333405,ca9,corn,14.25,corn_ancestral,nd,2,1,0.414,1.26,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_4_6_4,1,ancestral
189,NA,NA,NA,NA,NA,fresh_4,6,5,ambient,fresh,0,-0.028333333333333405,ka6,kirkpatrick,16,kirk_ancestral,utk,3,2,0.606,1.66,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_4_6_5,1,ancestral
190,NA,0.9238627093419226,0.218,NA,0.348,fresh_4,6,6,ambient,fresh,0,-0.028333333333333405,ca7,corn,20.75,corn_ancestral,utk,1,1,2.853,1.76,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_4_6_6,1,ancestral
191,NA,NA,NA,NA,NA,fresh_4,6,7,ambient,fresh,1,-0.028333333333333405,cm7,corn,0,corn_modern,utk,2,1,1.898,3.92,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_4_6_7,1,modern
192,NA,NA,NA,NA,NA,fresh_4,6,8,ambient,fresh,1,-0.028333333333333405,cm3,corn,0,corn_modern,utk,2,1,0.215,1.49,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_4_6_8,1,modern
193,NA,NA,0.721,2.443,6.279,fresh_5,1,1,elevated,fresh,1,0.504,ca10,corn,16.75,corn_ancestral,nd,1,1,0.499,2.01,1,0.6579999999999999,4.516,6,1,72.5,40.666666666666664,40.166666666666664,1.7,1.8333333333333333,0.16666666666666666,6.5,fresh_5_1_1,0,ancestral
194,NA,0.9344299526935452,4.081,NA,9.497,fresh_5,1,2,elevated,fresh,0,0.504,b2,blackwater,10,blackwater,nd,2,1,0.885,1.46,1,3.295,0,19,0,NA,36.05555555555556,34.666666666666664,2.5944444444444446,2.8777777777777778,0.3333333333333333,7,fresh_5_1_2,0,modern
195,NA,0.9516646870515163,4.065,NA,11.103,fresh_5,1,3,elevated,fresh,0,0.504,ca2,corn,18.75,corn_ancestral,utk,1,1,1.533,2.41,1,3.367,0,14,2,NA,45.107142857142854,43.607142857142854,3.2714285714285714,3.5285714285714285,0.2857142857142857,6.5,fresh_5_1_3,0,ancestral
196,NA,0.9482701151860874,2.728,NA,6.799,fresh_5,1,4,elevated,fresh,0,0.504,cm2,corn,0,corn_modern,utk,1,1,0.499,1.19,1,1.9969999999999999,0,11,0,NA,43.13636363636363,41.95454545454545,2.7636363636363637,3.254545454545455,0,6,fresh_5_1_4,0,modern
197,NA,0.9088231230451923,7.653,NA,11.790999999999999,fresh_5,1,5,elevated,fresh,0,0.504,km1,kirkpatrick,0,kirk_modern,utk,2,1,4.733,2.03,1,5.456,0,20,2,NA,45.4,40.3,3.265,3.49,0.65,6.5,fresh_5_1_5,0,modern
198,NA,NA,3.372,1.987,8.714,fresh_5,1,6,elevated,fresh,1,0.504,cm3,corn,0,corn_modern,utk,1,1,0.961,1.41,1,2.5989999999999998,4.006,13,2,68,45.69230769230769,42.23076923076923,2.5307692307692307,2.684615384615385,0.3076923076923077,5.5,fresh_5_1_6,0,modern
199,NA,NA,3.549,2.416,9.816,fresh_5,1,7,elevated,fresh,1,0.504,cm10,corn,0,corn_modern,nd,2,1,1.713,2.2,2,3.417,4.65,13,1,81,46.76923076923077,44.11538461538461,3.076923076923077,3.353846153846154,0.3076923076923077,6,fresh_5_1_7,0,modern
200,62.12029039,0.9583936906728431,2.329,NA,9.384,fresh_5,1,8,elevated,fresh,0,0.504,ka4,kirkpatrick,20,kirk_ancestral,nd,1,1,0.652,2.81,2,2.377,0,23,2,NA,41.84782608695652,40.71739130434783,2.139130434782609,2.2956521739130435,0,6.5,fresh_5_1_8,0,ancestral
201,NA,0.9108572161457491,7.135,NA,11.177,fresh_5,2,1,elevated,fresh,0,0.3973333333333333,km6,kirkpatrick,0,kirk_modern,nd,2,1,0.885,2.17,2,6.096,0,20,1,NA,51,50.175,3.225,3.39,0.7,5,fresh_5_2_1,0,modern
202,NA,NA,NA,NA,NA,fresh_5,2,2,elevated,fresh,0,0.3973333333333333,ca8,corn,15,corn_ancestral,nd,2,1,1.145,2.58,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_5_2_2,1,ancestral
203,NA,0.9217657633127924,6.758,NA,13.459999999999999,fresh_5,2,3,elevated,fresh,0,0.3973333333333333,b4,blackwater,10,blackwater,nd,2,1,1.158,1.51,2,6.026000000000001,0,36,3,NA,39.44285714285714,38.67142857142857,2.954285714285714,3.2342857142857144,0.5714285714285714,5,fresh_5_2_3,0,modern
204,35.22463392,0.918048868225684,8.517,NA,15.145999999999999,fresh_5,2,4,elevated,fresh,0,0.3973333333333333,cm4,corn,0,corn_modern,utk,1,1,3.154,2.38,1,5.127,0,24,1,NA,42.56818181818182,40.68181818181818,3.022727272727273,3.35,0.36363636363636365,5.5,fresh_5_2_4,0,modern
205,NA,NA,NA,NA,NA,fresh_5,2,5,elevated,fresh,0,0.3973333333333333,ca2,corn,18.75,corn_ancestral,utk,1,1,0.733,1.71,1,7.287000000000001,0,32,2,NA,47.515625,45.421875,3.096875,3.2875,0.4375,4.5,fresh_5_2_5,0,ancestral
206,50.26013133,NA,4.729,1.23,12.711,fresh_5,2,6,elevated,fresh,1,0.3973333333333333,ca4,corn,20.75,corn_ancestral,utk,1,1,0.212,1.5,1,4.909,3.223,19,1,67,48.294117647058826,47.088235294117645,2.9647058823529413,3.276470588235294,0.29411764705882354,6,fresh_5_2_6,0,ancestral
207,NA,NA,8.37,1.607,15.389999999999999,fresh_5,2,7,elevated,fresh,1,0.3973333333333333,cm9,corn,0,corn_modern,nd,1,1,1.308,3.9,1,6.194999999999999,2.721,23,0,65,46.05,44.975,3.2199999999999998,3.465,0.4,5,fresh_5_2_7,0,modern
208,NA,0.917459533512124,11.992,NA,20.771,fresh_5,2,8,elevated,fresh,0,0.3973333333333333,ka2,kirkpatrick,14,kirk_ancestral,utk,2,1,2.538,1.54,1,10.665,0,34,2,NA,48.95454545454545,45.72727272727273,3.4454545454545453,3.8636363636363638,0.36363636363636365,4.5,fresh_5_2_8,0,ancestral
209,NA,NA,2.769,0.52,3.7870000000000004,fresh_5,3,1,elevated,fresh,1,0.29666666666666663,ca10,corn,16.75,corn_ancestral,nd,1,1,0.264,1.14,1,2.868,2.35,15,2,71,45.6,44.13333333333333,3.1266666666666665,3.3666666666666667,0.3333333333333333,4,fresh_5_3_1,0,ancestral
210,NA,0.8657997189333323,11.965,NA,15.237,fresh_5,3,2,elevated,fresh,0,0.29666666666666663,cm10,corn,0,corn_modern,nd,2,1,1.863,2.34,1,12.46087820181262,0,25,2,NA,57.270833333333336,56.020833333333336,4.316666666666666,4.658333333333333,0.20833333333333334,2.5,fresh_5_3_2,0,modern
211,35.39815428,0.8871828552851778,5.513,NA,7.917,fresh_5,3,3,elevated,fresh,0,0.29666666666666663,ka5,kirkpatrick,20,kirk_ancestral,nd,1,1,0.84,2.17,1,5.6240000000000006,0,22,2,NA,46.595238095238095,45.976190476190474,3.1857142857142855,3.8000000000000003,0,5,fresh_5_3_3,0,ancestral
212,NA,0.8392700304735493,8.491,NA,10.054,fresh_5,3,4,elevated,fresh,0,0.29666666666666663,b2,blackwater,10,blackwater,nd,3,2,0.492,2.22,3,7.889,0,19,4,NA,48.31578947368421,47.71052631578947,4.536842105263158,4.905263157894737,0.2631578947368421,5.5,fresh_5_3_4,0,modern
213,27.82109838,NA,6.83,0.389,10.577,fresh_5,3,5,elevated,fresh,1,0.29666666666666663,ca6,corn,20.75,corn_ancestral,utk,1,1,0.724,1.98,1,3.675,2.126,24,1,76.5,53,50.6875,3.5375,3.9875,0.25,2.5,fresh_5_3_5,0,ancestral
214,31.23366554,0.8682561158384992,9.365,NA,11.742,fresh_5,3,6,elevated,fresh,0,0.29666666666666663,ca7,corn,20.75,corn_ancestral,utk,1,1,1.95,2.41,2,8.137433733217444,0,22,1,NA,56.976190476190474,54.714285714285715,3.4523809523809526,3.795238095238095,0.38095238095238093,3,fresh_5_3_6,0,ancestral
215,NA,NA,NA,2.192,2.559,fresh_5,3,7,elevated,fresh,1,0.29666666666666663,cm8,corn,0,corn_modern,nd,1,1,0.94,2.93,2,0.068,7.307,0,0,87.5,NA,NA,NA,NA,NA,4.5,fresh_5_3_7,0,modern
216,34.8775932,0.8806077497797989,9.194,NA,12.757000000000001,fresh_5,3,8,elevated,fresh,0,0.29666666666666663,cm6,corn,0,corn_modern,utk,1,1,0.633,1.81,1,8.58574188722413,0,35,3,NA,47.10294117647059,46.11764705882353,3.3705882352941177,3.6941176470588237,0.4117647058823529,5,fresh_5_3_8,0,modern
217,NA,NA,4.055,0.216,7.668,fresh_5,4,1,elevated,fresh,1,0.19899999999999995,cm1,corn,0,corn_modern,utk,1,1,1.946,1.94,1,7.295,0,8,5,NA,79.125,75.5,6.1875,6.5125,0.125,2.5,fresh_5_4_1,0,modern
218,NA,0.8393082675670258,13.222,NA,15.549,fresh_5,4,2,elevated,fresh,0,0.19899999999999995,km3,kirkpatrick,0,kirk_modern,utk,1,1,2.205,2,1,13.171999999999999,0,27,2,NA,58.25925925925926,57.01851851851852,4.7444444444444445,5.385185185185185,0.4074074074074074,2,fresh_5_4_2,0,modern
219,NA,NA,6.891,0.339,9.017,fresh_5,4,3,elevated,fresh,1,0.19899999999999995,ca4,corn,20.75,corn_ancestral,utk,1,1,2.54,1.54,2,8.125,0.096,28,1,15.5,51.94444444444444,50.907407407407405,4.037037037037037,4.62962962962963,0.25925925925925924,1.5,fresh_5_4_3,0,ancestral
220,NA,NA,NA,NA,NA,fresh_5,4,4,elevated,fresh,1,0.19899999999999995,cm9,corn,0,corn_modern,nd,1,1,0.787,2.59,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_5_4_4,1,modern
221,NA,0.7928280524152185,0.738,NA,0.815,fresh_5,4,5,elevated,fresh,0,0.19899999999999995,ca3,corn,18.75,corn_ancestral,utk,1,1,2.334,1.28,1,1.8539299462701035,0,6,0,NA,60.2,59.2,4.22,4.62,0.2,2,fresh_5_4_5,0,ancestral
222,28.39949962,0.8005947283571413,14.72,NA,16.334,fresh_5,4,6,elevated,fresh,0,0.19899999999999995,cm3,corn,0,corn_modern,utk,1,1,1.304,1.62,1,13.691917213031086,0,21,4,NA,63.625,62.725,5.265,5.95,0.5,2,fresh_5_4_6,0,modern
223,NA,0.8290419000667417,8.865,NA,10.367,fresh_5,4,7,elevated,fresh,0,0.19899999999999995,b3,blackwater,8,blackwater,nd,1,1,0.441,1.58,1,9.014999999999999,0,26,3,NA,49.26923076923077,48.65384615384615,3.876923076923077,4.338461538461538,0.038461538461538464,2.5,fresh_5_4_7,0,modern
224,NA,NA,NA,NA,NA,fresh_5,4,8,elevated,fresh,0,0.19899999999999995,ca10,corn,16.75,corn_ancestral,nd,3,2,1.044,2.44,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_5_4_8,1,ancestral
225,NA,NA,NA,NA,NA,fresh_5,5,1,elevated,fresh,0,0.08933333333333329,km6,kirkpatrick,0,kirk_modern,nd,1,1,0.988,2.72,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_5_5_1,1,modern
226,NA,NA,NA,NA,NA,fresh_5,5,2,elevated,fresh,0,0.08933333333333329,cm7,corn,0,corn_modern,utk,1,1,0.356,1.15,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_5_5_2,1,modern
227,NA,NA,NA,NA,NA,fresh_5,5,3,elevated,fresh,0,0.08933333333333329,ka1,kirkpatrick,18,kirk_ancestral,utk,2,1,1.26,1.6,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_5_5_3,1,ancestral
228,35.05111355,NA,1.169,0.146,1.857,fresh_5,5,4,elevated,fresh,1,0.08933333333333329,ca3,corn,18.75,corn_ancestral,utk,1,1,2.073,2.15,1,2.447,0,5,4,NA,62.625,62,4.7,5.3,0,1.5,fresh_5_5_4,0,ancestral
229,30.13470325,0.7474880864007492,4.417,NA,4.6579999999999995,fresh_5,5,5,elevated,fresh,0,0.08933333333333329,ca5,corn,18.75,corn_ancestral,utk,1,1,2.075,1.58,1,6.266,0,11,2,NA,57.5,56.27272727272727,4.336363636363636,4.736363636363636,0.09090909090909091,4,fresh_5_5_5,0,ancestral
230,NA,NA,NA,NA,NA,fresh_5,5,6,elevated,fresh,1,0.08933333333333329,ca4,corn,20.75,corn_ancestral,utk,3,2,0.453,1.63,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_5_5_6,1,ancestral
231,NA,NA,NA,NA,NA,fresh_5,5,7,elevated,fresh,0,0.08933333333333329,cm9,corn,0,corn_modern,nd,1,1,1.144,2.24,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_5_5_7,1,modern
232,NA,NA,NA,NA,NA,fresh_5,5,8,elevated,fresh,1,0.08933333333333329,cm1,corn,0,corn_modern,utk,1,1,0.386,1.27,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_5_5_8,1,modern
233,NA,NA,NA,NA,NA,fresh_5,6,1,elevated,fresh,1,-0.01400000000000004,cm7,corn,0,corn_modern,utk,1,1,3.145,1.56,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_5_6_1,1,modern
234,NA,NA,NA,NA,NA,fresh_5,6,2,elevated,fresh,0,-0.01400000000000004,ka6,kirkpatrick,16,kirk_ancestral,utk,3,2,1.36,1.71,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_5_6_2,1,ancestral
235,NA,NA,NA,NA,NA,fresh_5,6,3,elevated,fresh,1,-0.01400000000000004,ca2,corn,18.75,corn_ancestral,utk,1,1,1.586,1.53,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_5_6_3,1,ancestral
236,NA,NA,NA,NA,NA,fresh_5,6,4,elevated,fresh,0,-0.01400000000000004,ca10,corn,16.75,corn_ancestral,nd,1,1,0.783,2.27,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_5_6_4,1,ancestral
237,NA,NA,NA,NA,NA,fresh_5,6,5,elevated,fresh,0,-0.01400000000000004,cm5,corn,0,corn_modern,utk,1,1,1.34,1.3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_5_6_5,1,modern
238,NA,NA,NA,NA,NA,fresh_5,6,6,elevated,fresh,1,-0.01400000000000004,cm2,corn,0,corn_modern,utk,1,1,2.999,1.73,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_5_6_6,1,modern
239,NA,NA,NA,NA,NA,fresh_5,6,7,elevated,fresh,0,-0.01400000000000004,km5,kirkpatrick,extant,kirk_modern,nd,3,2,1.428,2.25,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_5_6_7,1,modern
240,NA,NA,NA,NA,NA,fresh_5,6,8,elevated,fresh,0,-0.01400000000000004,ca4,corn,20.75,corn_ancestral,utk,3,2,0.481,1.14,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_5_6_8,1,ancestral
241,NA,0.9490566788509355,2.802,NA,6.7620000000000005,fresh_6,1,1,elevated,fresh,0,0.5093333333333333,ca4,corn,20.75,corn_ancestral,utk,1,1,1.346,1.92,1,2.993,0,14,2,NA,41.75,40.285714285714285,3.5142857142857142,3.657142857142857,0.6428571428571429,5.5,fresh_6_1_1,0,ancestral
242,NA,NA,0.405,4.701,9.306,fresh_6,1,2,elevated,fresh,1,0.5093333333333333,ca5,corn,18.75,corn_ancestral,utk,1,1,0.184,1.68,1,0.281,9.856,4,0,80.5,29.625,28.625,NA,NA,0,6,fresh_6_1_2,0,ancestral
243,NA,0.9274802610220529,5.968,NA,10.993,fresh_6,1,3,elevated,fresh,0,0.5093333333333333,ka3,kirkpatrick,14,kirk_ancestral,utk,1,1,3.87,2.05,1,4.914,0,17,0,NA,51.11764705882353,46.14705882352941,3.1294117647058823,3.3588235294117648,0.47058823529411764,5.5,fresh_6_1_3,0,ancestral
244,NA,NA,4.517,2.211,10.298,fresh_6,1,4,elevated,fresh,1,0.5093333333333333,cm9,corn,0,corn_modern,nd,1,1,1.144,2.72,2,2.9339999999999997,5.242,14,1,92,43.785714285714285,43.214285714285715,2.442857142857143,2.757142857142857,0.42857142857142855,4,fresh_6_1_4,0,modern
245,34.18351174,NA,3.58,2.901,9.618,fresh_6,1,5,elevated,fresh,1,0.5093333333333333,cm4,corn,0,corn_modern,utk,1,1,1.813,1.43,2,2.243,4.345,12,1,64,40.583333333333336,40.833333333333336,2.5833333333333335,2.775,0.25,4,fresh_6_1_5,0,modern
246,NA,0.8909846489983128,6.482,NA,9.189,fresh_6,1,6,elevated,fresh,0,0.5093333333333333,b1,blackwater,2,blackwater,nd,1,1,1.044,2.46,1,3.898,0,14,1,NA,48.214285714285715,46.57142857142857,3.2142857142857144,3.392857142857143,0.42857142857142855,6,fresh_6_1_6,0,modern
247,NA,0.9117349985690127,8.182,NA,12.889,fresh_6,1,7,elevated,fresh,0,0.5093333333333333,cm5,corn,0,corn_modern,utk,1,1,0.582,1.37,1,6.564,0,22,2,NA,53.77272727272727,49.65909090909091,2.9454545454545453,3.2363636363636363,0.7727272727272727,5.5,fresh_6_1_7,0,modern
248,NA,NA,NA,NA,NA,fresh_6,1,8,elevated,fresh,0,0.5093333333333333,ca10,corn,16.75,corn_ancestral,nd,3,2,0.628,2.42,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_6_1_8,1,ancestral
249,29.4406218,0.9276872880841174,5.839,NA,11.244,fresh_6,2,1,elevated,fresh,0,0.408,b3,blackwater,8,blackwater,nd,2,1,0.728,1.88,1,4.601999999999999,0,30,1,NA,39.05555555555556,37.629629629629626,2.9444444444444446,3.148148148148148,0.37037037037037035,4,fresh_6_2_1,0,modern
250,NA,0.9182039520890779,6.799,NA,11.704,fresh_6,2,2,elevated,fresh,0,0.408,cm2,corn,0,corn_modern,utk,1,1,1.575,1.19,1,5.18,0,18,2,NA,49.970588235294116,49.05882352941177,3.376470588235294,3.8058823529411763,0.35294117647058826,5,fresh_6_2_2,0,modern
251,27.5318978,NA,7.064,0.13,12.631,fresh_6,2,3,elevated,fresh,1,0.408,ca10,corn,16.75,corn_ancestral,nd,2,1,1.497,2.26,1,6.556,0.391,32,1,60,43.015625,40.8125,3.146875,3.478125,0.25,5,fresh_6_2_3,0,ancestral
252,NA,0.894776027878186,4.178,NA,6.204,fresh_6,2,4,elevated,fresh,0,0.408,cm3,corn,0,corn_modern,utk,1,1,0.478,0.92,1,4.8870000000000005,0,24,2,NA,44.68181818181818,39.09090909090909,2.6136363636363638,2.713636363636364,0.13636363636363635,6,fresh_6_2_4,0,modern
253,36.32359625,0.9283954492092731,4.198,NA,8.206,fresh_6,2,5,elevated,fresh,0,0.408,ca4,corn,20.75,corn_ancestral,utk,3,2,0.339,1.43,1,4.495,0,29,0,NA,44.741379310344826,43.172413793103445,2.706896551724138,2.989655172413793,0.2413793103448276,5,fresh_6_2_5,0,ancestral
254,NA,NA,1.493,2.246,6.002,fresh_6,2,6,elevated,fresh,1,0.408,ca3,corn,18.75,corn_ancestral,utk,1,1,1.356,2.19,1,1.8079999999999998,7.741,10,3,90,45.65,45.05,2.35,2.48,0.4,5.5,fresh_6_2_6,0,ancestral
255,NA,0.8893111872550847,8.746,NA,12.47,fresh_6,2,7,elevated,fresh,0,0.408,km1,kirkpatrick,0,kirk_modern,utk,1,1,1.232,1.09,1,7.408,0,27,1,NA,44.7962962962963,43.7962962962963,2.9555555555555557,3.337037037037037,0.18518518518518517,3.5,fresh_6_2_7,0,modern
256,NA,NA,6.095,1.235,13.312,fresh_6,2,8,elevated,fresh,1,0.408,cm6,corn,0,corn_modern,utk,1,1,0.455,2.02,1,5.1049999999999995,2.809,33,3,62.5,37.86363636363637,34.21212121212121,2.690909090909091,2.993939393939394,0.21212121212121213,5,fresh_6_2_8,0,modern
257,NA,0.8884713477999909,9.27,NA,12.907,fresh_6,3,1,elevated,fresh,0,0.30233333333333334,ka1,kirkpatrick,18,kirk_ancestral,utk,1,1,1.658,2.66,1,9.421,0,24,1,NA,54.31818181818182,53.45454545454545,3.4045454545454543,3.890909090909091,0.13636363636363635,3.5,fresh_6_3_1,0,ancestral
258,32.27478774,NA,9.85,0.42,14.209999999999999,fresh_6,3,2,elevated,fresh,1,0.30233333333333334,ca5,corn,18.75,corn_ancestral,utk,1,1,0.898,1.48,2,10.456000000000001,0.816,24,3,48.5,53.25,52.625,3.62,3.9899999999999998,0.15,3,fresh_6_3_2,0,ancestral
259,29.61414215,0.904616496288033,6.981,NA,11.408,fresh_6,3,3,elevated,fresh,0,0.30233333333333334,km4,kirkpatrick,extant,kirk_modern,nd,2,1,2.495,2.95,1,7.38,0,18,1,NA,54.166666666666664,52.333333333333336,4.311111111111111,4.733333333333333,0.16666666666666666,4.5,fresh_6_3_3,0,modern
260,29.84550263,0.898571410571857,11.336,NA,16.887,fresh_6,3,4,elevated,fresh,0,0.30233333333333334,cm5,corn,0,corn_modern,utk,2,1,0.413,1.12,1,10.348362676403026,0,30,3,NA,51.827586206896555,50,3.6241379310344826,4.227586206896552,0.3793103448275862,4,fresh_6_3_4,0,modern
261,NA,NA,12.307,0.669,17.869,fresh_6,3,5,elevated,fresh,1,0.30233333333333334,cm9,corn,0,corn_modern,nd,2,1,2.036,2.75,1,10.419,2.185,23,1,87.5,61.34782608695652,59.69565217391305,4.326086956521739,4.6347826086956525,0.08695652173913043,3,fresh_6_3_5,0,modern
262,NA,NA,NA,NA,NA,fresh_6,3,6,elevated,fresh,0,0.30233333333333334,ca9,corn,14.25,corn_ancestral,nd,2,1,0.418,1.71,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_6_3_6,1,ancestral
263,NA,0.8813347344577223,12.536,NA,17.002,fresh_6,3,7,elevated,fresh,0,0.30233333333333334,ca1,corn,20.75,corn_ancestral,utk,1,1,0.549,1.06,2,9.40955409013036,0,41,0,NA,43.775,42.6875,3.3325,3.755,0.4,4,fresh_6_3_7,0,ancestral
264,NA,NA,2.075,0.949,3.7990000000000004,fresh_6,3,8,elevated,fresh,1,0.30233333333333334,cm1,corn,0,corn_modern,utk,1,1,0.593,1.28,2,3.642,2.836,19,3,72,41.36842105263158,36.68421052631579,2.210526315789474,2.4789473684210526,0.05263157894736842,5,fresh_6_3_8,0,modern
265,NA,NA,6.146,0.196,9.668,fresh_6,4,1,elevated,fresh,1,0.202,cm4,corn,0,corn_modern,utk,3,2,0.961,1.5,2,7.692,0.02,21,2,NA,50.375,49.275,4.085,4.43,0.05,2,fresh_6_4_1,0,modern
266,NA,NA,NA,NA,NA,fresh_6,4,2,elevated,fresh,0,0.202,ca10,corn,16.75,corn_ancestral,nd,3,2,0.693,1.9,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_6_4_2,1,ancestral
267,NA,NA,NA,NA,NA,fresh_6,4,3,elevated,fresh,0,0.202,cm10,corn,0,corn_modern,nd,3,2,0.447,2.24,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_6_4_3,1,modern
268,NA,NA,4.755,0.121,6.3309999999999995,fresh_6,4,4,elevated,fresh,1,0.202,ca8,corn,15,corn_ancestral,nd,2,1,2.593,2.79,2,5.974,0.013,23,2,NA,46.56818181818182,45.40909090909091,3.4681818181818183,3.768181818181818,0.13636363636363635,2,fresh_6_4_4,0,ancestral
269,NA,0.8667401773193733,4.721,NA,6.009,fresh_6,4,5,elevated,fresh,0,0.202,cm4,corn,0,corn_modern,utk,1,1,1.017,1.31,1,4.972583872779404,0,16,0,NA,51.964285714285715,49.642857142857146,4.185714285714286,4.55,0.07142857142857142,3.5,fresh_6_4_5,0,modern
270,29.61414214,NA,5.12,0.274,7.911,fresh_6,4,6,elevated,fresh,1,0.202,ca1,corn,20.75,corn_ancestral,utk,1,1,0.403,1.08,1,4.776,0.088,21,1,24.5,47.975,47.25,3.615,4.345,0.15,2.5,fresh_6_4_6,0,ancestral
271,NA,NA,NA,NA,NA,fresh_6,4,7,elevated,fresh,0,0.202,km6,kirkpatrick,0,kirk_modern,nd,2,1,0.263,1.66,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_6_4_7,1,modern
272,NA,0.8784842599912079,9.13,NA,12.33,fresh_6,4,8,elevated,fresh,0,0.202,ka5,kirkpatrick,20,kirk_ancestral,nd,2,1,1.822,2.61,2,8.813,0,25,2,NA,55.808,54.008,3.416,4.268,0.24,0.5,fresh_6_4_8,0,ancestral
273,NA,NA,NA,NA,NA,fresh_6,5,1,elevated,fresh,0,0.09566666666666668,ca8,corn,15,corn_ancestral,nd,1,1,1.088,2.57,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_6_5_1,1,ancestral
