date,frame,position,pot,age,diversity,genotype,old_genotype,location,depth_seed,stem,dead,tot_height,grn_height,bas_width,mid_width,flower,cut,dna,allomet,allom_wt,notes,
213,3,7,53,modern,mono,131,H1A1P,hog,0,22,0,55.3,55.3,5.56,3.81,0,0,NA,5,,,
213,3,7,53,modern,mono,131,H1A1P,hog,0,23,0,8.4,8.4,2.39,2.04,0,0,1,NA,,,
213,3,7,53,modern,mono,131,H1A1P,hog,0,24,0,58,58,3.28,2.43,0,0,NA,NA,,,
213,3,7,53,modern,mono,131,H1A1P,hog,0,25,0,59.3,57.8,3.76,2.89,0,0,NA,NA,,,
213,3,7,53,modern,mono,131,H1A1P,hog,0,26,0,54,52.8,3.95,3.73,0,0,NA,NA,,,
213,3,7,53,modern,mono,131,H1A1P,hog,0,27,0,30.8,20.8,3.69,3.4,0,0,NA,NA,,,
213,3,7,53,modern,mono,131,H1A1P,hog,0,28,0,65,65,2.94,2.6,0,0,NA,NA,,,
213,3,7,53,modern,mono,131,H1A1P,hog,0,29,0,23.1,23.1,3.34,2.23,0,0,NA,NA,,,
213,3,7,53,modern,mono,131,H1A1P,hog,0,30,0,58,56.2,4.28,3.83,0,0,NA,NA,,,
213,3,7,53,modern,mono,131,H1A1P,hog,0,31,0,65.3,65.3,5.03,3.93,0,0,NA,NA,,twist,
213,3,7,53,modern,mono,131,H1A1P,hog,0,32,0,39.5,28.2,2.18,0.9,0,0,NA,NA,,,
213,3,7,53,modern,mono,131,H1A1P,hog,0,1,1,20.5,NA,NA,NA,NA,NA,NA,NA,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,1,0,58.3,57,3.33,3.19,0,0,1,NA,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,2,0,63.5,63.5,3.61,3.28,0,0,NA,1,,twist,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,3,0,45.4,44.4,2.44,2.01,0,0,1,NA,,twist,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,4,0,59.2,59.2,4.05,3.41,0,0,1,NA,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,5,0,50.8,50.8,2.51,2.06,0,0,NA,2,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,6,0,47.7,45.6,3.37,3.26,0,0,NA,NA,,twist,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,7,0,48.6,47.5,3.43,2.86,0,0,1,NA,,twist,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,8,0,56.3,54.6,3.87,3.18,0,0,NA,NA,,twist,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,9,0,41.3,41.3,6.02,4.99,0,0,1,NA,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,10,0,54.1,54.1,4.35,3.96,0,0,1,NA,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,11,0,53.2,51,2.92,2.78,0,0,1,NA,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,12,0,36.4,36.4,3.62,3.41,0,0,NA,NA,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,13,0,53.4,52,3.83,3.51,0,0,1,NA,,twist,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,14,0,42.9,42.9,4.01,2.94,0,0,v,NA,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,15,0,54.8,54.8,3.22,3.15,1,0,1,NA,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,16,0,53.2,52.9,3.94,3.56,0,0,NA,NA,,twist,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,17,0,58.9,57.9,3.96,3.65,0,0,NA,NA,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,18,0,57.2,56.5,5.89,4.79,1,0,NA,NA,,twist,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,19,0,50.6,48.7,3.76,3.56,0,0,NA,NA,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,20,0,34.6,34.6,2.42,2.14,0,0,NA,NA,,twist,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,21,0,14.9,14.9,2.94,2.73,0,0,NA,3,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,22,0,9.7,9.7,3.91,2.4,0,0,NA,NA,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,23,0,56.7,56.7,4.22,3.58,0,0,1,NA,,twist,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,24,0,32.8,32,3.43,2.64,0,0,NA,NA,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,25,0,41.4,41.4,4.3,3.33,0,0,NA,NA,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,26,0,44.6,42.5,3.3,3.06,0,0,NA,NA,,twist,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,27,0,59.1,58.6,4.69,3.8,1,0,1,NA,,twist,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,28,0,44.4,44.4,3.08,2.82,0,0,NA,NA,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,29,0,43.6,43.6,4.24,3.39,1,0,NA,NA,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,30,0,54.8,54,3.64,2.87,0,0,NA,NA,,twist,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,31,0,15.6,15.6,3.26,2.78,0,0,NA,NA,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,32,0,47.8,46.6,3.5,3.48,0,0,1,NA,,twist,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,33,0,28.5,28.5,3.6,3.16,0,0,NA,NA,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,34,0,41.5,38.5,3.63,3.3,0,0,NA,4,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,35,0,37.8,37.8,2.71,2.5,0,0,NA,NA,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,36,0,5,5,2.5,1.71,0,0,NA,5,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,37,0,43,43,2.55,2.44,0,0,NA,NA,,twist,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,38,0,44.4,44.4,3.35,3.24,0,0,NA,NA,,twist,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,39,0,50.2,48.7,3.09,2.92,0,0,NA,NA,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,1,1,31,NA,NA,NA,NA,NA,NA,NA,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,2,1,35.4,NA,NA,NA,NA,NA,NA,NA,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,3,1,27.7,NA,NA,NA,NA,NA,NA,NA,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,4,1,27.5,NA,NA,NA,NA,NA,NA,NA,,,
214,3,8,6,ancestral,poly,NA,NA,NA,NA,5,1,10.2,NA,NA,NA,NA,NA,NA,NA,,,
214,3,9,19,modern,poly,NA,NA,NA,NA,1,0,48.5,48.5,4.71,3.91,0,0,NA,1,,,
214,3,9,19,modern,poly,NA,NA,NA,NA,2,0,66.5,64.8,5.15,4.16,0,0,1,NA,,twist,
214,3,9,19,modern,poly,NA,NA,NA,NA,3,0,22.7,22.7,5.04,4.51,0,0,1,NA,,twist,
214,3,9,19,modern,poly,NA,NA,NA,NA,4,0,54.6,54.6,3.46,2.95,0,0,1,NA,,,
214,3,9,19,modern,poly,NA,NA,NA,NA,5,0,48.3,47.5,3.01,2.85,0,0,NA,NA,,twist,
214,3,9,19,modern,poly,NA,NA,NA,NA,6,0,52.2,52.2,3.4,2.69,0,0,NA,NA,,twist,
214,3,9,19,modern,poly,NA,NA,NA,NA,7,0,54.6,54.6,2.94,2.6,0,0,NA,NA,,twist,
214,3,9,19,modern,poly,NA,NA,NA,NA,8,0,51.7,50.1,4.18,3.42,0,0,NA,2,,twist,
214,3,9,19,modern,poly,NA,NA,NA,NA,9,0,46.9,46.9,4.28,3.52,0,0,NA,NA,,,
214,3,9,19,modern,poly,NA,NA,NA,NA,10,0,45.5,45.5,3.63,3.18,0,0,NA,NA,,twist,
214,3,9,19,modern,poly,NA,NA,NA,NA,11,0,50,48.4,2.91,2.85,0,0,1,NA,,,
214,3,9,19,modern,poly,NA,NA,NA,NA,12,0,55,55,4.24,3.63,0,0,NA,NA,,twist,
214,3,9,19,modern,poly,NA,NA,NA,NA,13,0,61,61,3.68,2.97,0,0,NA,3,,twist,
214,3,9,19,modern,poly,NA,NA,NA,NA,14,0,65.2,65.2,4.53,3.68,0,0,1,NA,,,
214,3,9,19,modern,poly,NA,NA,NA,NA,15,0,60,57.5,4.33,4.16,0,0,NA,4,,twist,
214,3,9,19,modern,poly,NA,NA,NA,NA,16,0,56.6,55.2,3.64,3.46,0,0,NA,NA,,twist,
214,3,9,19,modern,poly,NA,NA,NA,NA,17,0,46,23.9,3.65,2.63,0,0,1,NA,,,
214,3,9,19,modern,poly,NA,NA,NA,NA,18,0,49.2,49.2,3.7,3.18,0,0,1,NA,,twist,
214,3,9,19,modern,poly,NA,NA,NA,NA,19,0,56,55.4,3,2.95,0,0,1,NA,,twist,
214,3,9,19,modern,poly,NA,NA,NA,NA,20,0,33,33,1.93,1.23,0,0,NA,NA,,,
214,3,9,19,modern,poly,NA,NA,NA,NA,21,0,9.5,9.5,3.18,2.17,1,0,NA,NA,,,
214,3,9,19,modern,poly,NA,NA,NA,NA,22,0,40.2,39.2,3.17,2.73,0,0,NA,NA,,twist,
214,3,9,19,modern,poly,NA,NA,NA,NA,23,0,73.1,73.1,4.34,3.94,0,0,1,NA,,twist,
214,3,9,19,modern,poly,NA,NA,NA,NA,24,0,59,56.8,5.45,4.47,0,0,1,NA,,,
214,3,9,19,modern,poly,NA,NA,NA,NA,25,0,68.2,67.2,4.49,3.92,0,0,NA,5,,twist,
214,3,9,19,modern,poly,NA,NA,NA,NA,26,0,34.7,34.7,4.57,4.54,0,0,NA,NA,,,
214,3,9,19,modern,poly,NA,NA,NA,NA,27,0,45.2,45.2,4.15,3.97,0,0,1,NA,,twist,
214,3,9,19,modern,poly,NA,NA,NA,NA,28,0,24.7,24.7,3.9,3.43,0,0,1,NA,,,
214,3,9,19,modern,poly,NA,NA,NA,NA,29,0,52.2,52.2,5.4,4.87,0,0,NA,NA,,,
214,3,9,19,modern,poly,NA,NA,NA,NA,30,0,12.4,12.4,2.65,2.5,0,0,NA,NA,,twist,
214,3,9,19,modern,poly,NA,NA,NA,NA,31,0,64.1,63.3,4.2,3.61,0,0,NA,NA,,twist,
214,3,9,19,modern,poly,NA,NA,NA,NA,32,0,64.5,64.5,3.69,3.28,0,0,NA,NA,,twist,
214,3,9,19,modern,poly,NA,NA,NA,NA,33,0,7.5,7.5,3.32,2.04,0,0,NA,NA,,,
214,3,9,19,modern,poly,NA,NA,NA,NA,34,0,2.6,2.6,1.25,1.16,0,0,NA,NA,,,
214,3,9,19,modern,poly,NA,NA,NA,NA,35,0,9.3,9.3,3.93,2.02,0,0,NA,NA,,,
214,3,9,19,modern,poly,NA,NA,NA,NA,36,0,6.5,6.5,3.29,2.59,1,0,NA,NA,,,
214,3,9,19,modern,poly,NA,NA,NA,NA,37,0,41,41,3.17,2.71,0,0,NA,NA,,,
214,3,9,19,modern,poly,NA,NA,NA,NA,1,1,10.2,NA,NA,NA,NA,NA,NA,NA,,,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,1,0,40.1,40.1,4.2,3.36,0,0,NA,1,,twist,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,2,0,35,34,2.4,2.36,0,0,NA,NA,,,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,3,0,60.2,60.2,3.72,3.29,1,0,NA,2,,,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,4,0,63.1,63.1,4.48,4.24,0,0,NA,NA,,twist,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,5,0,52.3,52.3,3.89,3.42,0,0,NA,NA,,,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,6,0,57.6,57.6,3.24,3.13,1,0,1,NA,,,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,7,0,30.1,30.1,3.98,3.5,0,0,NA,NA,,,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,8,0,54.6,54.6,3.75,3.69,1,0,NA,3,,,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,9,0,64.6,64.6,4.38,3.91,1,0,1,NA,,twist,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,10,0,59,59,4.36,3.48,1,0,NA,NA,,,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,11,0,58.2,58.2,4.35,3.97,1,0,NA,NA,,,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,12,0,56.6,55.4,4.45,4.08,0,0,NA,4,,twist,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,13,0,53.5,52.8,3.17,3.23,0,0,1,NA,,twist,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,14,0,21.5,21.5,5.47,3.16,1,0,NA,NA,,,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,15,0,38.8,38.8,3.99,3.49,0,0,1,NA,,twist,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,16,0,60,60,5.45,4.74,1,0,1,NA,,,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,17,0,40,40,2.5,2.2,0,2,1,NA,,broken,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,18,0,8.6,8.6,3.96,2.3,1,0,NA,NA,,,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,19,0,4.5,4.5,2.33,1.56,0,0,1,NA,,,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,20,0,39.3,39.3,3.44,3.33,0,0,NA,5,,twist,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,21,0,7.2,7.2,2.92,2.12,0,0,1,NA,,,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,22,0,38,38,3.02,2.44,1,0,NA,NA,,,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,23,0,45.1,43.8,3.08,2.91,0,0,NA,NA,,,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,24,0,64.7,64.7,3.51,3.03,1,0,NA,NA,,,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,25,0,55.6,55.6,3.66,3.31,0,0,NA,NA,,twist,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,26,0,28.9,28.9,3.33,3.15,0,0,1,NA,,twist,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,27,0,36.8,36.8,4.11,3.7,0,0,NA,NA,,twist,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,28,0,45.2,45.2,5.02,4.38,0,0,1,NA,,twist,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,29,0,43,40.3,2.82,2.96,0,0,1,NA,,,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,30,0,35,35,4.56,4.35,0,0,NA,NA,,,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,31,0,42.2,40.8,2.76,2.36,0,0,1,NA,,twist,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,32,0,61.5,61.5,4.06,3.25,1,0,NA,NA,,,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,33,0,45.5,45.5,3.84,3.06,0,0,NA,NA,,twist,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,34,0,52.8,52.8,4.35,3.39,1,0,NA,NA,,,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,35,0,60.2,59.3,2.77,2.52,1,0,NA,NA,,,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,36,0,57.3,57.3,4.04,3.62,1,0,NA,NA,,,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,37,0,55.5,55.5,3.39,2.96,0,0,NA,NA,,twist,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,38,0,40.8,40.8,2.68,2.18,0,0,NA,NA,,,
214,3,10,55,modern,mono,141,KM1B2P,kirkpatrick,0,1,1,4.5,NA,NA,NA,NA,NA,NA,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,1,0,55,55,4.95,3.76,0,0,1,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,2,0,61.8,61.8,4.1,3.53,1,0,1,NA,,twist,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,3,0,63.8,63.8,3.63,3.36,0,0,1,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,4,0,51.5,51.5,3.57,3.48,0,0,NA,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,5,0,52.4,52.4,5.21,4.28,0,0,NA,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,6,0,42.2,42.2,3.99,3.34,0,0,NA,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,7,0,58.5,58.5,4.4,3.99,2,0,1,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,8,0,54,52.7,4.4,3.93,1,0,1,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,9,0,34,34,4.18,3.34,0,0,NA,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,10,0,58.1,57.2,3.97,3.4,0,0,NA,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,11,0,41.2,41.2,3.18,3.04,0,0,NA,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,12,0,46.5,46.5,2.73,2.7,0,0,NA,1,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,13,0,4.2,4.2,2.01,1.92,0,0,NA,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,14,0,49.1,47.8,3.75,3.34,0,0,1,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,15,0,52,52,2.89,2.52,0,0,NA,2,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,16,0,22.4,22.4,4.34,3.52,0,0,NA,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,17,0,44.7,40.5,3.7,3.25,0,0,1,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,18,0,65.2,65.2,4.9,4.85,1,0,NA,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,19,0,61.5,59.7,5.37,4.16,0,0,NA,NA,,twist,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,20,0,65.8,65.8,5.09,4.49,1,0,NA,NA,,twist,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,21,0,53.5,53.5,6.07,4.41,1,0,NA,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,22,0,10.4,10.4,4.28,2.23,0,0,1,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,23,0,49.9,48.8,3.57,3.41,0,0,NA,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,24,0,45.5,44.6,3.52,3.43,0,0,1,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,25,0,38.4,37.4,2.23,2.2,0,0,NA,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,26,0,35.4,35.4,2.6,2.69,0,0,NA,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,27,0,53.3,53.5,3.91,3.65,0,0,NA,3,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,28,0,44.7,44.7,3.09,2.68,0,0,NA,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,29,0,46.6,45.6,3.28,2.92,0,0,1,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,30,0,49.1,49.1,3.45,2.67,0,0,NA,4,,twist,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,31,0,57.5,56.6,4.42,3.69,0,0,NA,5,,twist,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,32,0,41.5,41.5,4.13,3.09,0,0,NA,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,33,0,29,29,4.08,3.71,0,0,1,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,34,0,34.4,34.4,3.98,3.39,0,0,1,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,35,0,36.2,35.5,3.35,3.31,0,0,NA,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,36,0,52.3,52.3,5.28,3.99,0,0,NA,NA,,twist,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,37,0,59.3,57.2,4.44,3.87,0,0,NA,NA,,twist,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,38,0,18.6,18.6,2.54,2.22,0,0,NA,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,39,0,34.6,32.8,4.2,3.78,0,0,NA,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,40,0,3.5,3.5,2.39,1.92,0,0,NA,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,41,0,3.9,3.9,2.19,1.36,0,0,NA,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,1,1,36.5,NA,NA,NA,NA,NA,NA,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,2,1,10.6,NA,NA,NA,NA,NA,NA,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,3,1,6.3,NA,NA,NA,NA,NA,NA,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,4,1,12.7,NA,NA,NA,NA,NA,NA,NA,,,
214,3,11,75,ancestral,mono,137,C1BN,corn,9.5,5,1,5.5,NA,NA,NA,NA,NA,NA,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,1,0,54.6,54.6,3.05,1.68,0,0,1,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,2,0,68.7,68.7,4.8,3.6,0,0,1,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,3,0,47.3,46,2.25,1.92,0,0,1,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,4,0,54.1,54.1,4.4,3.15,0,0,NA,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,5,0,60.4,59.4,3.64,2.36,0,0,NA,1,,twist,
214,3,12,21,modern,poly,NA,NA,NA,NA,6,0,39.1,34.5,1.86,1.56,0,2,NA,NA,,broken,
214,3,12,21,modern,poly,NA,NA,NA,NA,7,0,6.1,6.1,1.77,1.04,0,0,1,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,8,0,39.1,39.1,2.57,1.31,0,0,NA,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,9,0,46.7,46.7,2.13,1.47,0,0,NA,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,10,0,57.2,57.2,2.92,2,1,0,NA,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,11,0,4,4,1.1,1.01,0,0,NA,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,12,0,53.8,53.8,3.4,2.31,0,0,1,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,13,0,54.3,54.3,2.82,2.02,0,0,NA,2,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,14,0,55.2,51.1,3.07,2.1,0,0,NA,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,15,0,45.4,45.4,2.03,1.84,0,0,1,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,16,0,53.5,53.5,3.54,2.62,0,0,1,NA,,twist,
214,3,12,21,modern,poly,NA,NA,NA,NA,17,0,45.7,45.7,2.37,1.34,0,0,NA,NA,,twist,
214,3,12,21,modern,poly,NA,NA,NA,NA,18,0,12.2,12.2,2.9,2.7,0,0,NA,3,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,19,0,20.2,20.2,2.54,2.14,2,0,NA,4,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,20,0,42,42,3.03,2.48,0,0,1,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,21,0,62.2,60.9,3.09,2.49,0,0,NA,5,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,22,0,42.2,42.2,2.36,2.29,0,0,1,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,23,0,58.2,56.1,3.33,2.34,0,0,NA,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,24,0,51.5,50.3,2.97,2.68,0,0,NA,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,25,0,62.3,62.3,3.61,2.77,0,0,NA,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,26,0,19.2,19.3,2.08,0.81,0,0,NA,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,27,0,41.2,41.2,3.39,2.73,1,0,1,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,28,0,28.1,3.9,2.45,1.79,0,0,1,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,29,0,60.3,58.1,3.78,3.39,0,0,1,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,30,0,66.7,66.7,3.61,3.29,0,0,NA,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,31,0,39,39,3.27,2.75,0,0,NA,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,32,0,34.7,34.7,2.22,2.31,0,0,NA,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,33,0,30.3,30.3,2.51,1.1,0,0,NA,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,34,0,46.3,46.3,2.88,2.16,0,0,NA,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,35,0,48.1,48.1,2.64,2.64,0,0,NA,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,1,1,7.5,NA,NA,NA,NA,NA,NA,NA,,,
214,3,12,21,modern,poly,NA,NA,NA,NA,2,1,32,NA,NA,NA,NA,NA,NA,NA,,,
214,3,13,29,modern,poly,NA,NA,NA,NA,1,0,20.4,20.4,2.6,1.63,0,0,1,NA,,,
214,3,13,29,modern,poly,NA,NA,NA,NA,2,0,54.3,54.3,3.33,3.02,0,0,NA,NA,,twist,
214,3,13,29,modern,poly,NA,NA,NA,NA,3,0,57.8,57.8,3.38,2.63,0,0,NA,NA,,twist,
214,3,13,29,modern,poly,NA,NA,NA,NA,4,0,50.3,44.8,3.21,3.08,0,0,1,NA,,,
214,3,13,29,modern,poly,NA,NA,NA,NA,5,0,62.1,62.1,3.45,2.63,0,0,NA,NA,,,
214,3,13,29,modern,poly,NA,NA,NA,NA,6,0,40.6,38.5,3.01,2.36,0,0,1,NA,,,
214,3,13,29,modern,poly,NA,NA,NA,NA,7,0,61.5,61.5,3.64,2.63,0,0,1,NA,,,
214,3,13,29,modern,poly,NA,NA,NA,NA,8,0,55.1,55.1,3.6,2.86,0,0,NA,NA,,twist,
214,3,13,29,modern,poly,NA,NA,NA,NA,9,0,58.9,58.9,3.2,2.71,0,0,1,NA,,,
214,3,13,29,modern,poly,NA,NA,NA,NA,10,0,63,61.4,3.7,3.19,0,0,1,NA,,twist,
214,3,13,29,modern,poly,NA,NA,NA,NA,11,0,56.8,56.8,3.37,2.89,0,0,1,NA,,,
214,3,13,29,modern,poly,NA,NA,NA,NA,12,0,62.8,62.8,3.45,3.01,0,0,NA,1,,twist,
